playlist_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popular,predicted_probability
2,0.803,0.705,-5.316,0.0624,0.107,3.6e-06,0.147,0.49,90.995,174200,1,0.8799320578693317
3,0.857,0.855,-4.091,0.224,0.0522,0.0,0.201,0.557,115.038,165749,0,0.6911563064413682
5,0.911,0.718,-5.93,0.0765,0.262,0.000813,0.104,0.902,107.124,270560,0,0.6668927155538081
6,0.874,0.274,-13.499,0.452,0.209,2.41e-06,0.0993,0.213,147.072,127561,0,0.3733816993445345
2,0.663,0.971,-2.314,0.269,0.00746,0.00268,0.446,0.367,149.991,243200,0,0.2175813984591151
1,0.626,0.961,-3.587,0.0687,0.000407,0.0024,0.685,0.668,128.009,210000,0,0.04380919094191055
2,0.759,0.776,-3.656,0.106,0.0174,0.0,0.328,0.633,94.974,167684,0,0.8980568289045086
2,0.881,0.696,-3.838,0.0797,0.137,4.13e-05,0.0927,0.781,97.002,200667,1,0.9482204202718012
6,0.633,0.764,-7.212,0.323,0.32,3.4e-06,0.234,0.522,94.971,228173,1,0.44297887089801713
2,0.744,0.804,-6.327,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715,1,0.8805889503594149
5,0.338,0.887,-8.873,0.0438,0.00962,0.011,0.556,0.399,206.255,223667,0,0.25051879968235846
6,0.762,0.869,-1.009,0.0965,0.194,0.0,0.0798,0.547,86.011,204318,0,0.34674230347776946
6,0.804,0.372,-10.453,0.243,0.495,0.891,0.0944,0.591,166.115,161928,0,0.022337800169252634
4,0.828,0.632,-6.031,0.246,0.606,0.0,0.118,0.717,140.004,170120,0,0.8209905566985631
3,0.663,0.829,-3.222,0.0458,0.477,0.0,0.157,0.425,115.07,214437,0,0.5611972590681412
5,0.436,0.657,-8.868,0.0541,0.00975,0.00748,0.0931,0.21,118.693,467640,0,0.32989983154641683
6,0.727,0.781,-8.614,0.29,0.103,0.0,0.0537,0.682,81.076,263720,0,0.24191289588137252
5,0.439,0.422,-17.227,0.0409,0.0148,4.84e-05,0.0697,0.551,81.833,236933,0,0.7479248433490372
4,0.623,0.479,-8.457,0.0389,0.17,0.00561,0.341,0.602,73.968,289000,0,0.2357667271559038
1,0.667,0.974,-3.129,0.111,0.0302,1.66e-05,0.278,0.362,127.993,207879,0,0.25617895836491106
3,0.474,0.631,-5.884,0.343,0.0687,0.0,0.132,0.425,180.051,189323,1,0.9121016504808516
1,0.715,0.871,-5.93,0.0374,0.00209,0.521,0.324,0.323,124.006,232508,0,0.06990994082384266
6,0.708,0.372,-12.721,0.114,0.903,0.974,0.115,0.517,71.789,54656,0,0.0
6,0.337,0.19,-17.009,0.161,0.929,0.852,0.193,0.0674,79.744,147000,0,0.02
3,0.677,0.75,-5.824,0.033,0.14,0.000249,0.0363,0.967,114.958,242627,0,0.38026502534799145
4,0.637,0.694,-7.933,0.26,0.522,0.0,0.223,0.771,171.79,230296,0,0.6253067581410293
4,0.716,0.777,-4.179,0.0377,0.0483,0.0,0.0727,0.641,139.985,207453,0,0.827831297696227
4,0.706,0.713,-8.564,0.325,0.0635,0.000172,0.108,0.786,77.487,237853,0,0.2870238495978952
4,0.521,0.746,-3.421,0.0349,0.0486,0.0,0.236,0.15,132.014,196107,1,0.7062795167116769
3,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,1,0.7329906574056718
3,0.648,0.755,-7.901,0.03,0.0141,0.000249,0.225,0.607,126.341,294587,0,0.4058913215149149
3,0.656,0.413,-10.117,0.029,0.728,0.00254,0.118,0.394,77.006,207222,0,0.3348376388383984
2,0.769,0.839,-3.765,0.0606,0.411,0.0,0.324,0.547,90.019,205189,0,0.8319129902541
1,0.653,0.716,-8.359,0.0498,0.0272,0.865,0.0881,0.189,125.999,358095,0,0.014499999999999999
1,0.795,0.496,-5.883,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,1,0.8135680047653528
3,0.567,0.925,-2.775,0.0906,0.00239,0.0054,0.348,0.704,118.006,182840,0,0.538561685769792
2,0.932,0.772,-3.599,0.0369,0.225,3.24e-06,0.176,0.863,135.063,307200,1,0.6205374334573253
6,0.924,0.791,-5.401,0.0681,0.279,0.0,0.0661,0.881,105.107,173453,0,0.7560710618635264
5,0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,1,0.2285021791414459
2,0.791,0.559,-7.136,0.229,0.0559,0.0,0.236,0.92,87.956,227000,0,0.7455569648885959
1,0.719,0.949,-7.754,0.0623,0.000447,0.887,0.0402,0.507,123.0,351220,0,0.005
4,0.668,0.534,-6.586,0.0677,0.164,0.0,0.1,0.711,145.816,136248,1,0.831938622054805
3,0.44,0.635,-6.385,0.0326,0.129,0.0,0.121,0.327,128.133,207095,1,0.9091153768487159
2,0.727,0.579,-7.87,0.0561,0.392,0.0,0.249,0.612,94.02,225453,0,0.8194953422330292
6,0.777,0.902,-3.915,0.349,0.0905,0.0,0.275,0.462,129.985,134844,0,0.33041410098869056
6,0.253,0.72,-5.973,0.056,0.159,0.0157,0.155,0.132,70.515,214400,0,0.20671325018795397
3,0.279,0.742,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,1,0.8437774235805331
2,0.711,0.947,-4.752,0.0484,0.0724,0.0,0.0725,0.84,120.044,187933,0,0.7582942663762595
2,0.393,0.311,-10.275,0.0344,0.922,0.0,0.855,0.384,132.38,269360,0,0.5093090313992532
3,0.632,0.816,-4.584,0.0349,0.00205,0.106,0.119,0.134,127.95,202500,0,0.27458723296710397
4,0.661,0.714,-5.644,0.0628,0.0208,0.0,0.286,0.79,75.025,310413,0,0.3552776709362351
2,0.55,0.749,-5.402,0.0403,0.004,8.74e-05,0.231,0.221,128.011,228973,0,0.6825526323255896
4,0.524,0.703,-5.256,0.0887,0.119,1.69e-06,0.359,0.488,79.348,236667,0,0.741362483611887
6,0.401,0.833,-5.919,0.377,0.0922,0.0,0.193,0.318,142.631,274555,0,0.30420682262187226
4,0.514,0.506,-7.095,0.28,0.402,2.56e-05,0.191,0.312,88.044,166998,1,0.6360035098912759
3,0.451,0.872,-5.303,0.065,0.056,0.0785,0.0904,0.348,180.06,294740,0,0.38003796810057916
6,0.462,0.287,-19.148,0.0858,0.939,0.905,0.0801,0.121,127.98,151500,0,0.02
4,0.73,0.82,-7.684,0.576,0.126,0.0,0.588,0.533,170.004,212235,0,0.17144921738229082
1,0.838,0.619,-9.338,0.0627,0.0203,0.000256,0.174,0.0986,128.061,155664,0,0.29627056630318455
6,0.395,0.535,-9.562,0.033,0.214,0.0167,0.196,0.679,189.139,180067,0,0.3788984457086569
1,0.682,0.839,-5.644,0.109,0.0173,0.175,0.188,0.309,128.008,251794,0,0.04382356137327661
6,0.843,0.437,-9.864,0.0681,0.0514,0.0,0.0837,0.565,123.959,159360,1,0.676842542939761
3,0.8,0.894,-7.346,0.04,0.0108,0.437,0.0285,0.967,138.48,201840,0,0.07985453409556974
6,0.611,0.478,-13.737,0.145,0.316,0.0,0.0677,0.742,171.288,420960,0,0.2977987264479123
3,0.662,0.837,-5.015,0.0582,0.0623,0.0,0.0931,0.613,136.998,187013,0,0.8603835920033298
3,0.412,0.982,-4.77,0.0777,9.22e-05,0.0,0.147,0.55,157.043,173084,0,0.3489189381430213
3,0.688,0.925,-4.338,0.0366,0.1,0.0,0.0401,0.623,123.984,185807,0,0.7856116778162167
3,0.615,0.726,-7.128,0.0321,0.456,3.11e-05,0.104,0.53,123.998,212056,0,0.6979591924517198
1,0.705,0.493,-9.456,0.0632,0.0157,0.556,0.101,0.348,219.991,265121,0,0.11062035487319472
6,0.859,0.531,-7.533,0.315,0.142,0.0,0.115,0.352,130.085,206797,0,0.8882873139132295
2,0.852,0.66,-6.177,0.224,0.277,0.0,0.207,0.517,94.006,224707,0,0.8517668805424501
4,0.698,0.515,-6.241,0.036,0.286,0.0,0.116,0.776,144.174,295440,0,0.42804753684849595
1,0.588,0.869,-7.516,0.0589,0.00415,0.752,0.696,0.225,128.028,213984,0,0.01
1,0.736,0.506,-12.549,0.402,0.754,1.39e-06,0.471,0.424,124.015,230338,0,0.4958352511339249
5,0.293,0.74,-6.098,0.0399,0.446,0.00151,0.0998,0.516,118.23,289293,0,0.597720158317545
2,0.83,0.551,-8.308,0.0417,0.0109,0.0,0.176,0.372,95.464,219426,0,0.7858733724647251
4,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,312820,1,0.8214315917992974
5,0.577,0.642,-6.845,0.0264,0.352,4.42e-05,0.215,0.391,112.206,216533,0,0.6721819630617546
6,0.573,0.831,-5.586,0.433,0.0401,0.0,0.0909,0.766,76.352,277707,0,0.12558657859228944
5,0.681,0.773,-6.051,0.058,0.179,1.83e-05,0.311,0.547,120.276,236640,0,0.7591717075875585
2,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,182161,1,0.9040447409856119
3,0.697,0.676,-6.134,0.0412,0.0101,2.66e-06,0.141,0.707,119.988,213135,0,0.884282959539965
2,0.668,0.612,-6.664,0.0598,0.501,0.000111,0.116,0.492,115.006,184152,0,0.7966045008198975
5,0.468,0.851,-3.617,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360,0,0.4903586614275363
4,0.58,0.565,-7.065,0.0488,0.0671,0.0,0.135,0.138,112.986,242253,1,0.8617278846016098
6,0.897,0.662,-6.903,0.292,0.0852,0.0,0.534,0.389,112.511,145543,1,0.8667122135380261
2,0.79,0.766,-4.496,0.0523,0.301,2.17e-06,0.116,0.52,115.122,171453,0,0.9096705862765669
3,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,217707,1,0.8777592985065195
2,0.743,0.773,-4.787,0.109,0.202,0.0,0.0896,0.794,88.95,233667,0,0.867689621467817
1,0.813,0.579,-7.392,0.1,0.0149,0.679,0.0794,0.521,126.028,304762,0,0.03059975525182872
1,0.569,0.844,-6.174,0.0369,0.0189,0.187,0.587,0.27,125.036,209345,0,0.12749841373694384
6,0.744,0.696,-5.015,0.117,0.71,0.0,0.0808,0.406,120.146,260493,0,0.6569044905730382
6,0.877,0.638,-2.537,0.333,0.249,0.0,0.0239,0.836,93.952,196640,0,0.7661966059698289
3,0.716,0.516,-9.072,0.0261,0.00107,0.000331,0.331,0.322,117.051,153320,0,0.37226635133708363
1,0.699,0.797,-7.567,0.0403,0.000633,0.821,0.0891,0.251,122.003,499647,0,0.01
3,0.648,0.785,-5.414,0.165,0.0561,0.0,0.148,0.943,160.02,219200,0,0.8630465692855656
6,0.489,0.757,-5.229,0.066,0.116,0.00327,0.754,0.254,89.944,218667,0,0.4675128409358669
4,0.87,0.872,-6.483,0.271,0.0067,0.0213,0.517,0.653,109.991,229102,0,0.2690722718383311
6,0.914,0.619,-8.323,0.146,0.241,0.0017,0.105,0.166,100.995,182970,1,0.4558730214230821
1,0.844,0.65,-8.446,0.175,0.12,0.212,0.0664,0.292,125.967,367733,0,0.04490246052927821
6,0.65,0.801,-2.178,0.0694,0.117,0.000231,0.347,0.356,124.123,268813,0,0.6130502986208416
4,0.661,0.346,-9.115,0.03,0.452,0.0,0.131,0.256,129.752,263667,1,0.8141118991736735
5,0.494,0.698,-12.049,0.0553,0.0397,0.00634,0.152,0.778,95.842,235800,1,0.7108022846536195
4,0.571,0.232,-11.309,0.0699,0.604,0.000246,0.119,0.207,128.785,428200,0,0.5147768857095223
6,0.848,0.672,-5.728,0.275,0.215,0.0,0.178,0.859,105.131,169682,0,0.8382527919016731
2,0.752,0.722,-5.926,0.0986,0.0241,0.0,0.123,0.503,171.939,182116,0,0.8941486359308635
5,0.564,0.262,-19.746,0.105,0.652,0.000204,0.0896,0.376,104.5,253960,0,0.6441339499411088
2,0.787,0.818,-5.471,0.0725,0.137,0.0,0.231,0.817,95.038,155267,0,0.7719909650927373
6,0.669,0.539,-6.332,0.0329,0.0163,0.00154,0.192,0.0834,125.035,138199,0,0.5418509049984144
3,0.626,0.568,-10.307,0.216,0.629,5.8e-05,0.112,0.581,179.821,164333,0,0.5256891664891541
2,0.795,0.776,-2.29,0.0607,0.295,0.0,0.074,0.701,100.013,312000,1,0.8218592551337538
4,0.892,0.83,-3.346,0.281,0.00942,0.0,0.31,0.705,142.07,245087,0,0.5459586783917717
3,0.64,0.498,-8.678,0.0322,0.0502,0.105,0.227,0.27,128.068,188073,0,0.4833478842583232
3,0.63,0.459,-9.965,0.0349,0.0877,0.495,0.0985,0.0719,119.985,192000,0,0.3264680973639749
6,0.806,0.626,-8.825,0.0617,0.00268,0.0227,0.135,0.172,126.042,242666,0,0.353506316221462
6,0.36,0.711,-7.926,0.257,0.4,0.355,0.92,0.554,144.258,213699,0,0.23244761660322144
1,0.696,0.793,-4.504,0.0402,0.0116,0.000783,0.0626,0.374,110.061,168000,0,0.5645197607549283
3,0.344,0.517,-7.162,0.0462,0.607,0.0,0.106,0.136,80.061,170738,0,0.7539947592186452
1,0.662,0.519,-6.554,0.106,0.404,0.0,0.121,0.495,145.841,210427,1,0.8333436636144208
1,0.524,0.802,-4.687,0.0323,0.0496,0.0,0.103,0.505,127.985,202507,0,0.5713378287901663
3,0.865,0.521,-6.932,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,1,0.8207921567880683
6,0.762,0.701,-5.62,0.0562,0.322,0.0,0.196,0.452,91.076,246967,0,0.7276617627405613
3,0.81,0.847,-4.759,0.0557,0.0181,0.738,0.0609,0.63,120.004,167306,0,0.05078963911638205
4,0.839,0.621,-5.739,0.132,0.00301,0.0314,0.105,0.855,98.015,281507,0,0.23963942435224528
5,0.84,0.625,-9.301,0.0627,0.0347,1.85e-05,0.109,0.669,139.344,162987,0,0.6061154205243404
2,0.674,0.924,-4.879,0.114,0.287,0.0,0.256,0.644,120.069,217480,0,0.8406191528885888
6,0.752,0.671,-7.066,0.0578,0.486,0.0,0.316,0.807,92.03,193373,0,0.6018024884489047
6,0.697,0.7,-6.983,0.104,0.00756,0.00171,0.127,0.186,134.939,233600,0,0.5295736953121799
5,0.651,0.766,-9.935,0.0299,0.206,0.00103,0.362,0.949,116.74,242107,1,0.4534898285235143
3,0.839,0.536,-10.304,0.0682,0.361,0.922,0.0879,0.124,115.03,253848,0,0.04782307700718264
3,0.629,0.272,-15.511,0.0388,0.869,6.92e-06,0.0938,0.579,87.23,129682,0,0.255969777592741
4,0.466,0.548,-9.362,0.118,0.42,1.01e-06,0.113,0.423,89.815,307151,1,0.7886572286160052
4,0.923,0.793,-3.755,0.0723,0.0189,0.197,0.264,0.537,124.003,110415,0,0.18940429363661448
6,0.717,0.238,-13.799,0.426,0.356,2.36e-06,0.0999,0.525,84.992,230767,0,0.3465732877820773
4,0.581,0.315,-11.947,0.0781,0.389,1.68e-05,0.0766,0.185,61.381,246088,0,0.27787736203117464
4,0.773,0.627,-8.473,0.134,0.395,0.00236,0.305,0.885,77.038,259307,0,0.1874706324980237
2,0.702,0.914,-2.934,0.0376,0.153,0.0,0.0625,0.563,96.991,190916,1,0.9101024172486292
6,0.494,0.559,-5.445,0.0565,0.436,0.0,0.164,0.264,119.247,233337,1,0.7551849710617452
5,0.53,0.647,-11.221,0.0327,0.00223,0.485,0.454,0.726,154.818,235933,0,0.23549966971576708
5,0.166,0.831,-8.469,0.0894,0.000606,0.846,0.811,0.281,167.518,269787,0,0.03858097493005285
6,0.73,0.496,-6.538,0.308,0.131,0.0,0.0982,0.225,82.418,334600,0,0.285907319777456
2,0.552,0.916,-3.397,0.133,0.097,0.0,0.124,0.776,178.109,200307,0,0.8044472464512563
2,0.643,0.846,-3.593,0.0787,0.0157,0.0,0.156,0.728,173.997,202093,0,0.8688698479466526
1,0.615,0.919,-4.999,0.0367,0.00201,0.687,0.196,0.225,127.991,193140,0,0.017850733965650904
1,0.525,0.86,-3.429,0.0639,0.0356,0.0,0.14,0.346,127.021,233353,0,0.2035788327816877
6,0.925,0.737,-1.292,0.0777,0.092,0.0,0.169,0.603,133.946,222240,0,0.7655599621526646
6,0.532,0.62,-3.8,0.0549,0.041,0.0,0.182,0.256,134.427,200458,0,0.7701802609949681
5,0.606,0.913,-7.865,0.0417,0.0154,0.905,0.326,0.817,146.15,195307,0,0.11177553927007354
3,0.756,0.609,-7.927,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,1,0.8019773613957435
1,0.759,0.928,-7.274,0.0402,0.00036,0.703,0.0719,0.444,127.978,161250,0,0.005
5,0.428,0.386,-14.395,0.0294,0.274,0.828,0.111,0.36,105.752,265695,0,0.140271932792689
1,0.46,0.658,-5.692,0.0351,0.0931,0.000432,0.0777,0.142,86.122,189778,0,0.39161710264166083
4,0.608,0.569,-5.835,0.0283,0.123,0.0,0.151,0.346,72.076,314538,0,0.3443407328914666
1,0.584,0.928,-6.308,0.032,0.0261,0.057,0.161,0.065,130.01,248365,0,0.03125704166312035
3,0.704,0.802,-5.382,0.17,0.398,0.0,0.0831,0.884,90.543,198280,0,0.8160660689538051
4,0.776,0.492,-6.514,0.253,0.121,7.9e-05,0.172,0.312,96.071,229133,0,0.8208997720452654
2,0.594,0.725,-7.225,0.0293,0.0369,1.13e-05,0.237,0.572,122.982,201766,1,0.6371436459464581
4,0.584,0.508,-6.68,0.0617,0.078,0.0,0.246,0.186,169.975,255184,0,0.7759894654220387
4,0.729,0.627,-8.234,0.0489,0.0209,1.07e-05,0.339,0.732,104.218,299027,0,0.36470812876516745
3,0.728,0.848,-6.248,0.185,0.0427,4.49e-06,0.118,0.612,124.993,193137,1,0.6831065163684517
1,0.804,0.913,-3.515,0.0681,0.00282,0.151,0.0589,0.652,124.002,156316,0,0.043140426411400846
4,0.852,0.568,-9.202,0.344,0.183,0.0,0.0993,0.504,81.526,180935,1,0.612622778891926
1,0.48,0.974,-1.842,0.066,0.000477,0.901,0.43,0.687,69.952,220707,0,0.05
5,0.516,0.942,-4.113,0.036,0.000182,0.464,0.116,0.964,95.996,242293,0,0.2247016339466427
5,0.268,0.459,-6.94,0.0346,0.378,0.0,0.118,0.175,64.177,179200,1,0.39916173386437026
3,0.692,0.932,-4.929,0.0497,0.00736,0.0193,0.109,0.0983,123.955,236129,0,0.353951129058948
6,0.742,0.63,-6.95,0.254,0.0244,2.77e-06,0.0716,0.123,90.905,238107,0,0.49443577680449413
5,0.49,0.947,-6.007,0.0467,1.13e-05,0.0607,0.347,0.328,98.026,191957,0,0.1357503624601453
3,0.743,0.564,-8.761,0.045,0.299,0.000693,0.109,0.505,120.012,198000,0,0.5760560261288923
6,0.679,0.694,-7.874,0.257,0.71,2.52e-06,0.136,0.745,149.911,213393,0,0.492611678215832
1,0.595,0.866,-7.495,0.0379,0.0018,0.000452,0.0959,0.138,127.028,216869,0,0.10397787691812756
1,0.769,0.732,-7.587,0.0531,0.131,0.219,0.207,0.423,125.065,182400,0,0.1967338591668408
5,0.668,0.89,-5.005,0.0329,0.45,1.94e-05,0.0545,0.893,133.876,209853,0,0.5163290130247536
1,0.402,0.736,-6.39,0.13,0.0306,1.47e-05,0.74,0.0867,128.37,211895,0,0.2701903325942465
6,0.563,0.809,-5.09,0.0768,0.0276,0.0,0.365,0.275,176.029,244014,0,0.5804142593808223
6,0.794,0.851,-2.427,0.348,0.514,0.0,0.273,0.966,87.871,277551,0,0.17684085422091247
5,0.414,0.428,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,1,0.7249393389955309
4,0.673,0.993,-5.225,0.0648,0.0399,0.00024,0.306,0.68,111.599,249413,0,0.4605496197414067
1,0.843,0.391,-7.899,0.0845,0.181,0.0,0.137,0.496,129.972,160627,1,0.8348884039339931
4,0.46,0.538,-7.1,0.0318,0.198,2.28e-06,0.087,0.104,139.063,320040,0,0.514056190174258
4,0.696,0.828,-3.586,0.176,0.1,0.0,0.195,0.892,103.02,174000,0,0.7189454841462228
2,0.864,0.515,-6.967,0.0367,0.571,7.92e-05,0.0947,0.755,129.048,244893,0,0.7799407888053186
4,0.737,0.628,-11.978,0.0879,0.00501,0.0,0.0665,0.49,177.853,288864,0,0.22330033867621046
6,0.912,0.553,-4.716,0.205,0.188,0.0,0.102,0.62,91.991,270467,0,0.6960329118967032
4,0.615,0.394,-9.281,0.162,0.0156,0.134,0.105,0.426,162.419,249626,0,0.5633239942069355
1,0.713,0.849,-8.147,0.0474,0.00635,0.133,0.0693,0.584,123.027,228293,0,0.0930195184423246
4,0.695,0.721,-7.899,0.0363,0.142,0.0,0.512,0.746,117.993,315160,0,0.40904398089283867
6,0.83,0.579,-5.147,0.443,0.117,0.0,0.241,0.502,139.828,251531,0,0.675842129272453
2,0.774,0.687,-4.818,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,189440,1,0.8649290956004873
4,0.64,0.456,-8.26,0.1,0.635,0.000494,0.0881,0.42,73.111,223147,0,0.5701653277018832
2,0.759,0.783,-7.782,0.0473,0.293,0.00216,0.0992,0.11,117.024,160000,0,0.38930912314351934
5,0.166,0.948,-8.503,0.0631,0.00374,0.0131,0.769,0.476,177.495,506160,0,0.05811612013327282
3,0.618,0.754,-3.739,0.0882,0.00271,0.0,0.213,0.485,148.013,210928,0,0.8186856783038771
5,0.625,0.428,-7.813,0.0294,0.38,7.87e-06,0.27,0.584,133.166,275293,0,0.5406594819955367
6,0.576,0.657,-9.792,0.445,0.661,0.0,0.115,0.92,89.701,152000,0,0.20132792601763083
3,0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,1,0.8755802412321715
1,0.575,0.845,-6.789,0.0353,0.0255,0.913,0.0614,0.231,127.986,324917,0,0.014411764705882353
4,0.536,0.901,-7.211,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,1,0.5201099933450706
2,0.78,0.68,-6.081,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,1,0.8171318812829463
2,0.846,0.852,-4.982,0.246,0.0187,1.15e-06,0.0989,0.851,127.992,192427,0,0.6596710042313185
5,0.491,0.867,-2.313,0.103,0.167,0.0,0.458,0.602,167.965,189187,0,0.7138208687461723
5,0.222,0.81,-6.189,0.0399,0.000188,0.0181,0.084,0.266,96.302,290960,0,0.25634750142000867
3,0.731,0.955,-2.856,0.269,0.165,2.16e-06,0.185,0.49,123.939,269187,0,0.5451922922644347
4,0.813,0.544,-9.816,0.232,0.224,0.0,0.134,0.699,146.073,324173,0,0.4263392254845325
6,0.583,0.57,-9.88,0.0901,0.0412,0.0,0.0733,0.175,83.997,199972,0,0.47444417210373074
5,0.17,0.293,-15.308,0.0369,0.754,0.857,0.279,0.24,117.483,75333,0,0.0222488038277512
5,0.406,0.713,-5.49,0.0348,0.276,0.00354,0.112,0.577,164.444,365093,1,0.5311763358901826
5,0.64,0.631,-11.092,0.0459,0.0635,0.0019,0.118,0.934,128.283,273840,0,0.5558720203976661
1,0.625,0.496,-13.347,0.0568,0.455,0.479,0.101,0.0352,119.976,163010,0,0.1716150129473053
1,0.84,0.794,-7.097,0.054,0.0164,0.846,0.0939,0.33,122.002,349100,0,0.009537366548042705
5,0.59,0.59,-7.047,0.027,0.152,0.832,0.142,0.0895,114.995,426013,0,0.13743719786077727
6,0.853,0.688,-6.509,0.296,0.0118,0.0,0.151,0.565,150.012,166693,0,0.7709391344394841
5,0.413,0.826,-5.598,0.037,0.000472,4.41e-05,0.325,0.413,147.828,307333,0,0.6558397111061391
6,0.643,0.707,-4.05,0.407,0.0278,0.0,0.286,0.646,174.179,236016,0,0.5659820050704684
2,0.667,0.867,-5.559,0.0466,0.046,0.0,0.0772,0.617,96.948,242805,0,0.7389224631089906
5,0.35,0.961,-3.095,0.222,0.00127,0.0,0.362,0.34,187.966,219827,0,0.587924737737204
4,0.387,0.44,-11.158,0.0337,0.519,0.0152,0.0909,0.386,165.238,481080,0,0.38097892975623365
3,0.62,0.678,-7.553,0.0364,0.063,0.854,0.233,0.719,159.172,142225,0,0.09490436103860606
6,0.931,0.443,-13.063,0.257,0.409,4.15e-06,0.0873,0.644,120.01,176000,0,0.5379271188307467
4,0.473,0.562,-9.986,0.0472,0.173,3.56e-05,0.156,0.593,143.766,275560,0,0.5351663373629681
3,0.782,0.38,-17.183,0.0363,0.0525,0.0,0.127,0.869,134.072,278893,0,0.3556380190020739
6,0.479,0.717,-8.305,0.222,0.728,0.0,0.167,0.798,85.225,171886,0,0.3051823865604135
1,0.766,0.92,-5.565,0.292,0.28,0.0,0.21,0.535,128.049,161250,0,0.32606459892030076
5,0.498,0.858,-5.259,0.0661,0.159,0.0,0.262,0.778,132.718,241893,0,0.7170229058009489
2,0.387,0.693,-7.865,0.0589,0.182,0.0,0.171,0.287,149.187,201612,0,0.7773298265158829
3,0.713,0.547,-9.181,0.0441,0.7,0.798,0.167,0.118,119.981,339258,0,0.1316759520550352
3,0.879,0.516,-9.767,0.031,0.0217,0.000554,0.166,0.933,94.025,149253,0,0.4398244292647715
4,0.756,0.486,-6.491,0.2,0.138,0.0,0.116,0.586,98.05,236296,1,0.7815334577386114
2,0.637,0.65,-6.646,0.186,0.682,2.2e-06,0.0786,0.736,176.075,186120,1,0.7516816185545292
1,0.627,0.938,-2.535,0.0384,0.00574,6.5e-06,0.0478,0.587,101.981,219388,0,0.2430269150861907
6,0.761,0.371,-14.723,0.546,0.406,0.0,0.364,0.729,81.997,152751,0,0.18937962944882072
2,0.671,0.939,-3.206,0.161,0.192,0.0,0.298,0.529,129.023,252307,1,0.8049577345148071
3,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,1,0.9209159480999703
5,0.515,0.987,-5.391,0.108,0.00135,0.000195,0.0697,0.298,141.258,212640,0,0.5264136967742706
2,0.69,0.713,-3.246,0.0329,0.0314,0.0,0.337,0.388,105.06,170857,0,0.7949534005949704
4,0.804,0.556,-5.201,0.0727,0.417,5.67e-05,0.213,0.431,114.044,243933,0,0.8541043835828743
4,0.764,0.32,-7.209,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,1,0.736601989800857
4,0.724,0.491,-6.024,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,1,0.8945551115832618
4,0.793,0.49,-10.984,0.285,0.25,0.0001,0.432,0.468,120.099,216933,1,0.8287847141022473
4,0.806,0.786,-7.509,0.0835,0.202,4.95e-06,0.436,0.859,108.356,241187,0,0.4932007304261057
2,0.515,0.812,-5.06,0.361,0.411,0.0,0.101,0.779,169.981,218044,0,0.598331857790142
2,0.748,0.608,-6.933,0.0824,0.675,0.000251,0.347,0.486,116.998,227396,0,0.6536520998707138
5,0.402,0.873,-3.209,0.0586,0.00484,7.3e-05,0.157,0.684,125.443,253667,0,0.7474489333582376
5,0.583,0.855,-7.972,0.0404,0.00417,0.144,0.237,0.664,122.425,254707,0,0.2762768174610776
2,0.801,0.529,-14.875,0.0962,0.0406,0.000609,0.0936,0.721,106.965,209067,0,0.3927407719480292
2,0.733,0.553,-8.14,0.0478,0.00787,2.38e-05,0.0843,0.6,85.029,287253,0,0.4336990148387246
4,0.883,0.525,-8.054,0.0633,0.189,0.0,0.0971,0.312,99.978,174100,1,0.9272024756321642
1,0.578,0.909,-5.917,0.0398,0.00172,0.835,0.125,0.327,128.007,190200,0,0.01369850777637663
3,0.767,0.477,-8.318,0.0475,0.0383,7.15e-05,0.156,0.556,123.015,170000,0,0.7254816069267307
5,0.459,0.764,-7.001,0.0359,0.326,0.22,0.0743,0.384,81.503,252693,1,0.28105738461622315
5,0.483,0.615,-8.538,0.0497,0.452,0.000414,0.0512,0.594,80.576,517125,0,0.4151966322625274
4,0.452,0.569,-7.718,0.0378,0.0792,6.76e-05,0.117,0.475,172.633,254605,0,0.6635796136885475
4,0.658,0.414,-7.704,0.0245,0.065,0.0,0.105,0.267,143.706,296360,0,0.4246698207769729
